model,resnet50

platform,pocket
inference_time,2.622037,2.520646,2.881705,2.519195,2.105119
cputime.total,636777964,625355886,720122669,649761718,729496801
cputime.user,636777964,625355886,720122669,649761718,729496801
cputime.sys,0,0,0,0,0
memory.max_usage,27914240,28127232,26890240,27230208,27750400
memory.memsw.max_usage,27914240,28127232,26890240,27230208,27750400
memory.stat.pgfault,9372,9372,9273,9240,9372
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,pocket-static
inference_time,2.979023,3.061769,2.989658,3.054599,2.941454
cputime.total,692769006,751616867,688109294,744694605,725320335
cputime.user,692769006,751616867,688109294,744694605,725320335
cputime.sys,0,0,0,0,0
memory.max_usage,28114944,27774976,28590080,28127232,28733440
memory.memsw.max_usage,28114944,27774976,28590080,28127232,28733440
memory.stat.pgfault,9009,9438,9372,9339,9405
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,pocket-static-none
inference_time,13.992776,15.098730,15.610948,13.107869,15.790172
cputime.total,806626038,685941807,712906559,727047790,744466992
cputime.user,806626038,685941807,712906559,727047790,744466992
cputime.sys,0,0,0,0,0
memory.max_usage,27336704,28205056,27590656,28958720,28737536
memory.memsw.max_usage,27336704,28205056,27590656,28958720,28737536
memory.stat.pgfault,9207,9339,9273,9405,9339
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,monolithic
inference_time,4.224855184555054,4.123509168624878,4.346959352493286,4.19300389289856,4.001151084899902
cputime.total,12641804785,12778707648,12803603337,12606145144,12127619611
cputime.user,12641804785,12778707648,12803603337,12606145144,12127619611
cputime.sys,0,0,0,0,0
memory.max_usage,559882240,559370240,558850048,552468480,554938368
memory.memsw.max_usage,559882240,559370240,558850048,552468480,554938368
memory.stat.pgfault,236049,168003,170841,169356,174141
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

