model,mobilenetv2

platform,pocket
inference_time,0.9875617027282715,1.0486433506011963,0.9695541858673096,1.0512232780456543,0.9402005672454834
cputime.total,577399874,712699663,609728664,719991582,616613769
cputime.user,577399874,712699663,609728664,719991582,616613769
cputime.sys,0,0,0,0,0
memory.max_usage,28114944,28405760,27848704,27770880,28389376
memory.memsw.max_usage,28114944,28405760,27848704,27770880,28389376
memory.stat.pgfault,8877,9339,9207,9273,9339
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,pocket-static
inference_time,1.2261652946472168,1.1999812126159668,1.2219395637512207,1.210951328277588,1.156135082244873
cputime.total,678646623,730847930,617146851,692845612,610956229
cputime.user,678646623,730847930,617146851,692845612,610956229
cputime.sys,0,0,0,0,0
memory.max_usage,27688960,28909568,28389376,28397568,27906048
memory.memsw.max_usage,27688960,28909568,28389376,28397568,27906048
memory.stat.pgfault,9306,9306,9306,9339,9273
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,pocket-static-none
inference_time,2.5139548778533936,2.586322546005249,2.590280771255493,2.567610502243042,2.451108455657959
cputime.total,747723464,678017713,707870150,704053328,688878165
cputime.user,747723464,678017713,707870150,704053328,688878165
cputime.sys,0,0,0,0,0
memory.max_usage,28184576,28676096,27570176,26882048,27045888
memory.memsw.max_usage,28184576,28676096,27570176,26882048,27045888
memory.stat.pgfault,9273,9306,9339,9141,9240
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,monolithic
inference_time,1.7021572589874268,1.7852637767791748,1.7771680355072021,1.6755969524383545,1.706803560256958
cputime.total,7331069121,7338913226,7411306214,7360167196,7320027598
cputime.user,7331069121,7338913226,7411306214,7360167196,7320027598
cputime.sys,0,0,0,0,0
memory.max_usage,299827200,298557440,299610112,299732992,302567424
memory.memsw.max_usage,299827200,298557440,299610112,299732992,302567424
memory.stat.pgfault,120582,120054,121110,120582,122331
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

