inference
be_cpu,2.5
be_mem,5.77gb
mobilenetv2,0.9386451244354248,0.9196813106536865,0.9603025913238525,0.9086542129516602,0.9372203350067139
resnet50,1.600559,1.491592,1.552454,1.493119,1.567138
ssdmobilenetv2,0.5466172695159912,0.688981294631958,0.6153931617736816,0.5520696640014648,0.6216433048248291
ssdresnet50v1,19.125757455825806,19.75294589996338,19.343077898025513,19.244783639907837,19.343387842178345
smallbert,2.402797222137451,2.797875165939331,2.6084134578704834,2.579465866088867,2.593545436859131
talkingheads,5.873040676116943,5.710312366485596,5.729768514633179,5.872419357299805,5.771381378173828

cputime.total
mobilenetv2,716689555,570220439,681850983,736061203,692815302
resnet50,711892436,628627562,717119455,747200155,702887668
ssdmobilenetv2,3497077850,3457144330,3584372531,3506386504,3528688887
ssdresnet50v1,3875848333,3834588513,3795009572,3585276753,3699358544
smallbert,737756056,687029691,750581410,688994883,674219457
talkingheads,693725330,726153333,747881968,708373197,782208741
backend,244816134538,246207309707,245162701963,245913786206,245073882663

memory.max_usage
mobilenetv2,27942912,27971584,28774400,28606464,28606464
resnet50,29102080,27623424,29458432,28557312,27922432
ssdmobilenetv2,162693120,162611200,162873344,162586624,162537472
ssdresnet50v1,162557952,162893824,162979840,162422784,162971648
smallbert,27099136,27156480,28057600,27738112,27156480
talkingheads,27766784,27308032,26632192,28000256,28372992
backend,4730896384,4754169856,4688986112,4706508800,4782657536

memory.max_usage
mobilenetv2,27942912,27971584,28774400,28606464,28606464
resnet50,29102080,27623424,29458432,28557312,27922432
ssdmobilenetv2,162693120,162611200,162873344,162586624,162537472
ssdresnet50v1,162557952,162893824,162979840,162422784,162971648
smallbert,27099136,27156480,28057600,27738112,27156480
talkingheads,27766784,27308032,26632192,28000256,28372992
backend,4730896384,4754169856,4688986112,4706508800,4782657536

memory.stat.pgfault
mobilenetv2,9306,9273,9141,9273,9240
resnet50,9306,9306,9372,9306,9372
ssdmobilenetv2,85833,91905,98109,89859,89562
ssdresnet50v1,89826,86130,93984,90849,88770
smallbert,9207,9273,9405,9372,9306
talkingheads,9405,9108,9240,9339,9339
backend,4173246,4174863,3650262,3757545,3824304

